group id	post id	author id	age	city id	comments	likes	text length
-25557243	2399630	22241772	None	123	122	1219	9
-25557243	2399546	6425404	None	99	260	2366	592
-25557243	2399447	145066703	23	134	3	438	101
-25557243	2399332	145066703	23	134	57	1577	20
-25557243	2398969	145066703	23	134	231	3882	11
-25557243	2398799	145066703	23	134	203	1191	33
-25557243	2398675	248600094	None	1	69	384	55
-25557243	2398564	145066703	23	134	113	548	66
-25557243	2398393	145066703	23	134	19	407	9
-25557243	2398200	83765472	24	0	88	932	4
-25557243	2398034	3664185	25	1	252	3094	119
-25557243	2397895	248600094	None	1	73	3014	8
-25557243	2397738	248600094	None	1	118	4684	359
-25557243	2397517	248600094	None	1	67	367	35
-25557243	2397346	248600094	None	1	242	1605	53
-25557243	2397175	145066703	23	134	297	3359	17
-25557243	2397065	145066703	23	134	10	575	10
-25557243	2396600	145066703	23	134	224	1289	34
-25557243	2396386	145066703	23	134	320	1772	50
-25557243	2396340	145066703	23	134	29	1004	4
-25557243	2396186	22241772	None	123	206	1430	120
-25557243	2396009	145066703	23	134	75	1136	9
-25557243	2395924	145066703	23	134	57	1315	20
-25557243	2395793	142898551	None	1307	108	4338	29
-25557243	2395616	248600094	None	1	158	2474	84
-25557243	2395414	145066703	23	134	78	1248	80
-25557243	2395291	145066703	23	134	106	1383	41
-25557243	2395071	145066703	23	134	17	428	8
-25557243	2394634	145066703	23	134	175	728	33
-25557243	2394291	None	None	None	514	2625	1771
-25557243	2394117	145066703	23	134	189	739	60
-25557243	2393961	248600094	None	1	153	1525	25
-25557243	2393847	248600094	None	1	51	943	46
-25557243	2393760	145066703	23	134	60	1539	5
-25557243	2393617	145066703	23	134	10	631	25
-25557243	2393486	None	None	None	87	2098	22
-25557243	2393375	145066703	23	134	35	490	68
-25557243	2393285	145066703	23	134	53	353	55
-25557243	2393060	145066703	23	134	190	4139	19
-25557243	2392903	248600094	None	1	63	498	84
-25557243	2392698	248600094	None	1	230	4147	279
-25557243	2392596	248600094	None	1	58	467	36
-25557243	2392492	22241772	None	123	42	1801	8
-25557243	2392264	22241772	None	123	103	2759	7
-25557243	2391993	145066703	23	134	551	1247	68
-25557243	2391845	145066703	23	134	10	383	13
-25557243	2391729	145066703	23	134	96	844	47
-25557243	2391638	145066703	23	134	60	864	35
-25557243	2391554	248600094	None	1	81	2041	295
-25557243	2391465	248600094	None	1	54	770	62
-25557243	2391298	145066703	23	134	139	1310	61
-25557243	2391090	404675093	None	0	230	6356	5
-25557243	2390995	248600094	None	1	106	788	43
-25557243	2390927	22241772	None	123	46	1399	4
-25557243	2390852	22241772	None	123	41	680	107
-25557243	2390763	145066703	23	134	37	449	36
-25557243	2390710	248600094	None	1	73	911	73
-25557243	2390620	22241772	None	123	107	2513	4
-25557243	2390485	145066703	23	134	10	374	12
-25557243	2390430	145066703	23	134	39	449	35
-25557243	2390317	145066703	23	134	46	404	27
-25557243	2390210	145066703	23	134	97	619	29
-25557243	2390087	145066703	23	134	49	387	17
-25557243	2389976	145066703	23	134	60	544	17
-25557243	2389812	6425404	None	99	42	2112	166
-25557243	2389539	22241772	None	123	472	1067	38
-25557243	2389469	22241772	None	123	33	2290	5
-25557243	2389375	145066703	23	134	55	2757	9
-25557243	2389327	145066703	23	134	31	727	24
-25557243	2389105	145066703	23	134	43	1122	19
-25557243	2388859	145066703	23	134	318	2909	94
-25557243	2388742	248600094	None	1	114	289	85
-25557243	2388586	145066703	23	134	97	1005	86
-25557243	2388509	248600094	None	1	110	2366	644
-25557243	2388414	248600094	None	1	85	451	63
-25557243	2388297	248600094	None	1	50	918	31
-25557243	2388155	248600094	None	1	76	435	100
-25557243	2387953	145066703	23	134	124	274	232
-25557243	2387870	145066703	23	134	42	311	35
-25557243	2387809	104236573	20	119	33	835	4
-25557243	2387605	22241772	None	123	314	1632	61
-25557243	2387425	145066703	23	134	80	2816	15
-25557243	2387146	145066703	23	134	172	2619	76
-25557243	2386853	145066703	23	134	177	1309	19
-25557243	2386618	22241772	None	123	128	1500	22
-25557243	2386512	22241772	None	123	127	2108	16
-25557243	2386327	145066703	23	134	196	6230	29
-25557243	2386209	145066703	23	134	101	919	46
-25557243	2386061	145066703	23	134	125	1316	20
-25557243	2385922	145066703	23	134	155	759	33
-25557243	2385765	145066703	23	134	226	4053	22
-25557243	2385612	145066703	23	134	101	2348	14
-25557243	2385279	6425404	None	99	157	3183	85
-25557243	2385177	248600094	None	1	146	565	38
-25557243	2385064	248600094	None	1	50	481	49
-25557243	2384926	145066703	23	134	110	3301	67
-25557243	2384838	145066703	23	134	124	1130	35
-25557243	2384793	22241772	None	123	45	2387	6
-25557243	2384611	145066703	23	134	32	976	187
-25557243	2384247	145066703	23	134	77	1523	9
-25557243	2384155	145066703	23	134	96	1316	59
-25557243	2383864	145066703	23	134	242	4150	59
-25557243	2383810	6425404	None	99	35	1630	138
-25557243	2383762	22241772	None	123	15	1995	6
-25557243	2383667	145066703	23	134	54	2409	12
-25557243	2383145	3664185	25	1	312	5806	23
-25557243	2382886	145066703	23	134	158	1008	28
-25557243	2382645	None	None	None	251	966	31
-25557243	2382514	248600094	None	1	127	1117	77
-25557243	2382392	22241772	None	123	75	2313	5
-25557243	2382273	22241772	None	123	98	1928	14
-25557243	2382157	248600094	None	1	60	279	17
-25557243	2382086	145066703	23	134	47	510	32
-25557243	2381936	145066703	23	134	164	923	28
-25557243	2381897	22241772	None	123	15	1107	5
-25557243	2381641	145066703	23	134	16	708	34
-25557243	2381487	145066703	23	134	176	1460	84
-25557243	2381371	145066703	23	134	27	785	81
-25557243	2381211	145066703	23	134	230	1292	51
-25557243	2381011	248600094	None	1	87	515	39
-25557243	2380902	None	None	None	58	3498	5
-25557243	2380715	13214979	23	1	43	2178	15
-25557243	2380089	145066703	23	134	795	830	28
-25557243	2379994	248600094	None	1	62	2159	5
-25557243	2379771	145066703	23	134	113	1592	24
-25557243	2379503	145066703	23	134	26	441	12
-25557243	2379095	145066703	23	134	179	2204	56
-25557243	2378647	145066703	23	134	430	2218	78
-25557243	2378497	None	None	None	208	1926	6
-25557243	2377820	22241772	None	123	52	4260	6
-25557243	2377425	3664185	25	1	839	3041	283
-25557243	2377317	145066703	23	134	23	1314	12
-25557243	2377067	145066703	23	134	222	1038	95
-25557243	2376855	145066703	23	134	367	929	49
-25557243	2376621	145066703	23	134	33	504	9
-25557243	2376250	3664185	25	1	218	3406	17
-25557243	2375816	248600094	None	1	618	3784	89
-25557243	2375709	248600094	None	1	47	1113	101
-25557243	2375583	248600094	None	1	140	864	78
-25557243	2375461	6425404	None	99	80	1416	320
-25557243	2375375	145066703	23	134	41	755	95
-25557243	2375275	145066703	23	134	60	642	51
-25557243	2375133	248600094	None	1	28	357	70
-25557243	2374958	None	None	None	237	1243	32
-25557243	2374701	145066703	23	134	48	2027	17
-25557243	2374604	None	None	None	160	1387	48
-25557243	2372593	None	None	None	1473	1815	3
-25557243	2372409	3664185	25	1	192	1356	81
-25557243	2371826	22241772	None	123	642	1362	58
-25557243	2371678	None	None	None	59	979	10
-25557243	2371412	81983798	None	767	283	3537	9
-25557243	2371304	6425404	None	99	173	4862	464
-25557243	2371196	145066703	23	134	23	813	51
-25557243	2370987	248600094	None	1	86	744	124
-25557243	2370893	145066703	23	134	102	769	35
-25557243	2370669	145066703	23	134	50	2140	44
-25557243	2370599	248600094	None	1	101	1522	54
-25557243	2370417	145066703	23	134	28	652	16
-25557243	2370339	145066703	23	134	56	1324	6
-25557243	2370208	248600094	None	1	90	692	50
-25557243	2370046	145066703	23	134	84	1458	25
-25557243	2369935	145066703	23	134	118	3744	778
-25557243	2369834	None	None	None	31	2258	15
-25557243	2369660	145066703	23	134	80	751	19
-25557243	2369612	None	None	None	117	2699	4
-25557243	2369525	248600094	None	1	57	437	43
-25557243	2369341	None	None	None	42	2536	12
-25557243	2369163	145066703	23	134	270	6869	48
-25557243	2369065	6425404	None	99	63	1249	281
-25557243	2368991	None	None	None	37	2631	11
-25557243	2368788	3664185	25	1	283	6954	70
-25557243	2368607	145066703	23	134	14	433	10
-25557243	2368196	None	None	None	321	2709	22
-25557243	2367890	6425404	None	99	169	1832	188
-25557243	2367797	None	None	None	57	352	9
-25557243	2367357	22241772	None	123	370	1340	27
-25557243	2367219	None	None	None	102	3614	11
-25557243	2367040	145066703	23	134	62	3040	6
-25557243	2366903	145066703	23	134	204	999	46
-25557243	2366835	145066703	23	134	48	571	82
-25557243	2366504	145066703	23	134	11	377	18
-25557243	2366047	3664185	25	1	642	9027	13
-25557243	2365944	145066703	23	134	61	615	55
-25557243	2365874	145066703	23	134	29	308	60
-25557243	2365771	145066703	23	134	74	398	30
-25557243	2365619	None	None	None	47	481	4
-25557243	2365419	None	None	None	80	423	63
-25557243	2365196	145066703	23	134	85	1432	88
-25557243	2364964	145066703	23	134	78	871	68
-25557243	2364811	145066703	23	134	35	1356	15
-25557243	2364111	None	None	None	701	5240	22
-25557243	2363310	3664185	25	1	808	12930	26
-25557243	2363128	3664185	25	1	145	4400	5
-25557243	2363010	None	None	None	95	894	10
-25557243	2362804	145066703	23	134	113	738	42
-25557243	2362586	22241772	None	123	274	3326	19
-25557243	2362407	145066703	23	134	134	1504	7
-25557243	2362239	3664185	25	1	109	7925	27
-25557243	2361641	145066703	23	134	38	1731	68
-25557243	2361526	145066703	23	134	18	550	12
-25557243	2361166	145066703	23	134	169	1407	239
-25557243	2360881	145066703	23	134	271	1954	201
-25557243	2360755	145066703	23	134	135	1231	18
-25557243	2360615	6425404	None	99	79	2179	352
-25557243	2360450	145066703	23	134	41	2068	6
-25557243	2359927	145066703	23	134	500	1134	323
-25557243	2359788	None	None	None	102	1403	11
-25557243	2359528	145066703	23	134	26	792	13
-25557243	2359112	145066703	23	134	116	909	85
-25557243	2358807	145066703	23	134	237	1646	39
-25557243	2358575	145066703	23	134	70	833	91
-25557243	2358180	3664185	25	1	1017	17043	8
-25557243	2358066	145066703	23	134	60	471	44
-25557243	2357949	None	None	None	59	1143	37
-25557243	2357721	145066703	23	134	135	1305	80
-25557243	2357518	145066703	23	134	15	1218	109
-25557243	2357260	3664185	25	1	185	3384	201
-25557243	2357127	7567564	None	2	48	3378	8
-25557243	2356946	6425404	None	99	104	1473	169
-25557243	2356764	145066703	23	134	146	626	136
-25557243	2356516	None	None	None	135	1111	37
-25557243	2356408	145066703	23	134	119	1247	4
-25557243	2356316	145066703	23	134	55	1067	6
-25557243	2355559	3664185	25	1	595	13488	71
-25557243	2355174	145066703	23	134	105	1076	44
-25557243	2355073	145066703	23	134	48	1085	30
-25557243	2354945	145066703	23	134	163	1573	77
-25557243	2354899	145066703	23	134	45	704	39
-25557243	2354574	145066703	23	134	135	2767	4
-25557243	2354300	355162624	31	0	58	590	92
-25557243	2353647	3664185	25	1	630	1877	146
-25557243	2353477	13214979	23	1	78	2445	532
-25557243	2350205	3664185	25	1	3231	33201	53
-25557243	2349705	3664185	25	1	443	2601	2
-25557243	2348170	3664185	25	1	1156	6432	50
-25557243	2347860	145066703	23	134	329	3390	76
-25557243	2347625	244724457	25	158	258	1251	48
-25557243	2347523	None	None	None	136	1605	68
-25557243	2347018	None	None	None	318	4552	17
-25557243	2346768	145066703	23	134	10	485	10
-25557243	2346604	145066703	23	134	92	2113	74
-25557243	2346472	145066703	23	134	64	721	34
-25557243	2346355	145066703	23	134	75	3002	619
-25557243	2346029	145066703	23	134	492	1793	41
-25557243	2345975	22241772	None	123	20	2115	8
-25557243	2345788	None	None	None	74	330	25
-25557243	2345596	22241772	None	123	115	2026	15
-25557243	2345495	145066703	23	134	48	472	16
-25557243	2345301	145066703	23	134	122	2841	15
-25557243	2345108	145066703	23	134	27	542	16
-25557243	2345031	145066703	23	134	19	325	61
-25557243	2344898	145066703	23	134	115	830	66
-25557243	2344747	145066703	23	134	85	4300	1661
-25557243	2344626	145066703	23	134	41	1395	5
-25557243	2344208	145066703	23	134	550	1052	34
-25557243	2343933	None	None	None	106	891	63
-25557243	2343467	None	None	None	20	531	13
-25557243	2342847	3664185	25	1	970	9140	3
-25557243	2342313	145066703	23	134	498	2240	50
-25557243	2342175	145066703	23	134	81	396	57
-25557243	2341985	145066703	23	134	304	1013	54
-25557243	2341887	22241772	None	123	54	1464	6
-25557243	2341773	3664185	25	1	117	2861	13
-25557243	2341694	145066703	23	134	35	609	63
-25557243	2341647	6425404	None	99	42	2284	186
-25557243	2341549	145066703	23	134	42	1042	14
-25557243	2341301	None	None	None	97	1993	16
-25557243	2341139	6425404	None	99	126	1508	202
-25557243	2340925	None	None	None	196	2633	5
-25557243	2340812	145066703	23	134	16	471	10
-25557243	2340548	None	None	None	233	654	27
-25557243	2340379	145066703	23	134	61	279	20
-25557243	2340319	145066703	23	134	52	619	9
-25557243	2340252	145066703	23	134	49	248	43
-25557243	2340192	248600094	None	1	61	1037	13
-25557243	2340142	145066703	23	134	20	186	31
-25557243	2339980	145066703	23	134	240	2158	52
-25557243	2339853	145066703	23	134	41	1629	14
-25557243	2339746	145066703	23	134	30	658	44
-25557243	2339678	145066703	23	134	23	235	38
-25557243	2339589	145066703	23	134	50	400	135
-25557243	2339491	382994978	None	0	41	570	3
-25557243	2339340	145066703	23	134	123	363	15
-25557243	2339040	None	None	None	230	405	90
-25557243	2338772	22241772	None	123	290	1056	65
-25557243	2338580	145066703	23	134	111	1673	33
-25557243	2338504	7868666	None	1	147	860	14
-25557243	2338329	248600094	None	1	137	4452	356
-25557243	2338281	145066703	23	134	12	305	11
-25557243	2338199	145066703	23	134	27	454	77
-25557243	2338100	145066703	23	134	62	612	46
-25557243	2337971	145066703	23	134	32	391	55
-25557243	2337781	145066703	23	134	285	869	53
-25557243	2337662	145066703	23	134	48	390	37
-25557243	2337557	22241772	None	123	53	1158	9
-25557243	2337373	145066703	23	134	141	830	28
-25557243	2337259	22241772	None	123	36	784	11
-25557243	2336908	145066703	23	134	91	2393	19
-25557243	2336833	145066703	23	134	67	581	62
-25557243	2335763	22241772	None	123	1023	1175	43
-25557243	2335549	22241772	None	123	258	488	85
-25557243	2335489	145066703	23	134	67	976	52
-25557243	2335348	22241772	None	123	110	892	64
-25557243	2335211	145066703	23	134	14	430	11
-25557243	2334991	145066703	23	134	42	462	48
-25557243	2334872	145066703	23	134	82	708	28
-25557243	2334650	13214979	23	1	93	1255	51
-25557243	2334136	145066703	23	134	558	736	31
-25557243	2334021	145066703	23	134	105	893	44
-25557243	2333892	145066703	23	134	90	1629	6
-25557243	2333559	3664185	25	1	598	4957	24
-25557243	2333435	145066703	23	134	13	303	14
-25557243	2333287	145066703	23	134	83	1893	105
-25557243	2333129	145066703	23	134	133	737	33
-25557243	2333036	13214979	23	1	125	599	51
-25557243	2332896	145066703	23	134	87	1123	106
-25557243	2332791	None	None	None	115	1876	7
-25557243	2332695	145066703	23	134	76	6245	49
-25557243	2332596	145066703	23	134	94	1082	131
-25557243	2332487	145066703	23	134	15	636	26
-25557243	2332368	145066703	23	134	55	1762	70
-25557243	2332196	145066703	23	134	72	1215	27
-25557243	2331610	None	None	None	621	1662	52
-25557243	2331544	145066703	23	134	27	795	5
-25557243	2331508	6425404	None	99	38	917	203
-25557243	2331388	145066703	23	134	16	416	8
-25557243	2331338	6164237	None	1	8	1843	10
-25557243	2331269	145066703	23	134	62	543	56
-25557243	2331181	None	None	None	26	826	26
-25557243	2331135	None	None	None	55	693	32
-25557243	2331065	None	None	None	43	444	44
-25557243	2330991	None	None	None	69	719	79
-25557243	2330792	145066703	23	134	58	2332	11
-25557243	2330702	6425404	None	99	119	2395	338
-25557243	2330557	145066703	23	134	22	793	163
-25557243	2330058	145066703	23	134	65	1133	48
-25557243	2329883	145066703	23	134	213	1943	34
-25557243	2329768	145066703	23	134	145	674	65
-25557243	2329705	145066703	23	134	51	1808	6
-25557243	2329460	145066703	23	134	90	4816	18
-25557243	2329272	13214979	23	1	87	3667	794
-25557243	2329095	145066703	23	134	255	376	123
-25557243	2328969	145066703	23	134	116	950	22
-25557243	2328848	145066703	23	134	109	1761	54
-25557243	2328696	145066703	23	134	76	837	56
-25557243	2328582	145066703	23	134	111	1393	15
-25557243	2328317	145066703	23	134	151	4044	1069
-25557243	2328154	145066703	23	134	187	841	44
-25557243	2328079	6425404	None	99	46	817	281
-25557243	2328024	145066703	23	134	74	2068	7
-25557243	2327751	145066703	23	134	108	3500	13
-25557243	2327392	145066703	23	134	234	459	72
-25557243	2327243	145066703	23	134	25	289	85
-25557243	2327022	145066703	23	134	35	1368	19
-25557243	2326716	None	None	None	520	5745	27
-25557243	2326598	3664185	25	1	106	1205	26
-25557243	2326453	145066703	23	134	56	2119	11
-25557243	2326142	145066703	23	134	177	6205	18
-25557243	2326030	145066703	23	134	62	6271	1398
-25557243	2325888	145066703	23	134	133	986	104
-25557243	2325657	145066703	23	134	129	634	31
-25557243	2325467	145066703	23	134	143	753	25
-25557243	2325213	6425404	None	99	173	1260	424
-25557243	2324847	145066703	23	134	351	797	71
-25557243	2324759	145066703	23	134	82	3258	662
-25557243	2324570	145066703	23	134	5	585	40
-25557243	2324103	145066703	23	134	820	703	39
-25557243	2324041	145066703	23	134	10	448	5
-25557243	2323942	145066703	23	134	61	498	28
-25557243	2323859	145066703	23	134	5	364	15
-25557243	2323777	145066703	23	134	40	720	26
-25557243	2323693	6425404	None	99	40	1334	506
-25557243	2323501	145066703	23	134	23	1954	7
-25557243	2323400	145066703	23	134	269	998	161
-25557243	2322885	3664185	25	1	441	9261	29
-25557243	2322708	145066703	23	134	157	285	33
-25557243	2322620	145066703	23	134	65	2229	46
-25557243	2322478	3664185	25	1	48	1997	23
-25557243	2322451	145066703	23	134	129	351	51
-25557243	2322348	145066703	23	134	82	287	28
-25557243	2322302	145066703	23	134	22	684	5
-25557243	2322285	6425404	None	99	38	1320	394
-25557243	2322160	145066703	23	134	19	547	10
-25557243	2322052	None	None	None	67	2158	3
-25557243	2321999	3664185	25	1	58	1522	85
-25557243	2321922	145066703	23	134	57	491	52
-25557243	2321887	81983798	None	767	31	720	8
-25557243	2321755	145066703	23	134	70	956	57
-25557243	2321670	145066703	23	134	123	877	12
-25557243	2321573	145066703	23	134	72	214	38
-25557243	2321496	145066703	23	134	16	1004	11
-25557243	2321330	145066703	23	134	39	930	22
-25557243	2321211	145066703	23	134	176	477	61
-25557243	2321134	3664185	25	1	45	1547	147
-25557243	2320944	145066703	23	134	43	1606	39
-25557243	2320613	145066703	23	134	340	484	38
-25557243	2320328	145066703	23	134	103	3234	17
-25557243	2320185	3664185	25	1	59	1898	89
-25557243	2319979	None	None	None	229	1627	78
-25557243	2319921	6425404	None	99	65	1282	232
-25557243	2319827	248600094	None	1	70	3409	263
-25557243	2319692	None	None	None	64	2593	8
-25557243	2319359	145066703	23	134	319	469	35
-25557243	2319317	2033557	None	74	24	2430	4
-25557243	2319151	145066703	23	134	5	341	21
-25557243	2318591	None	None	None	498	8250	42
-25557243	2318297	145066703	23	134	142	525	80
-25557243	2317993	248600094	None	1	221	4484	712
-25557243	2317824	145066703	23	134	236	281	35
-25557243	2317780	None	None	None	45	379	6
-25557243	2317699	145066703	23	134	49	2898	29
-25557243	2317593	145066703	23	134	9	400	15
-25557243	2317513	None	None	None	48	406	37
-25557243	2317464	None	None	None	20	611	6
-25557243	2317403	None	None	None	47	585	50
-25557243	2317241	None	None	None	106	584	43
-25557243	2316919	145066703	23	134	243	380	38
-25557243	2316825	81983798	None	767	109	2965	12
-25557243	2316723	145066703	23	134	102	701	27
-25557243	2316566	145066703	23	134	7	356	19
-25557243	2316503	None	None	None	71	3232	11
-25557243	2316386	6664520	27	14	58	2013	423
-25557243	2315864	145066703	23	134	50	1326	11
-25557243	2315668	145066703	23	134	228	289	33
-25557243	2315501	3664185	25	1	499	2606	49
-25557243	2315466	145066703	23	134	42	880	10
-25557243	2315368	145066703	23	134	11	291	9
-25557243	2315189	3664185	25	1	124	2214	222
-25557243	2315106	145066703	23	134	47	1523	82
-25557243	2315009	145066703	23	134	114	899	15
-25557243	2314947	83765472	24	0	25	492	14
-25557243	2314686	145066703	23	134	190	317	43
-25557243	2314628	145066703	23	134	45	1865	6
-25557243	2314586	6425404	None	99	31	2040	609
-25557243	2314391	145066703	23	134	7	295	17
-25557243	2314170	3664185	25	1	178	3582	38
-25557243	2314078	145066703	23	134	112	703	84
-25557243	2313933	145066703	23	134	103	4402	9
-25557243	2313762	145066703	23	134	179	2579	74
-25557243	2313610	81983798	None	767	110	2170	6
-25557243	2313470	145066703	23	134	128	321	43
-25557243	2313426	145066703	23	134	31	1552	5
-25557243	2313292	145066703	23	134	25	612	15
-25557243	2313090	145066703	23	134	80	921	81
-25557243	2312957	145066703	23	134	171	536	334
-25557243	2312914	145066703	23	134	16	950	4
-25557243	2312850	145066703	23	134	22	528	11
-25557243	2312762	145066703	23	134	25	514	15
-25557243	2311716	3664185	25	1	1040	14574	37
-25557243	2310879	None	None	None	629	5041	24
-25557243	2310641	22241772	None	123	136	1853	6
-25557243	2310556	22241772	None	123	35	1402	5
-25557243	2310343	22241772	None	123	349	491	57
-25557243	2310232	145066703	23	134	66	1617	7
-25557243	2310037	145066703	23	134	189	1306	22
-25557243	2309804	145066703	23	134	28	1077	113
-25557243	2309625	145066703	23	134	185	498	10
-25557243	2309083	145066703	23	134	612	963	36
-25557243	2309038	145066703	23	134	25	854	4
-25557243	2308823	3664185	25	1	184	3978	18
-25557243	2308699	145066703	23	134	111	1502	131
-25557243	2308696	22241772	None	123	22	656	7
-25557243	2308648	81983798	None	767	41	891	8
-25557243	2308519	145066703	23	134	11	278	9
-25557243	2308334	22241772	None	123	136	1913	80
-25557243	2308173	3664185	25	1	211	2104	37
-25557243	2308031	None	None	None	90	600	23
-25557243	2307917	None	None	None	60	1112	40
-25557243	2307845	145066703	23	134	94	1055	71
-25557243	2307788	71636846	25	1797	63	1638	10
-25557243	2307751	22241772	None	123	29	1042	9
-25557243	2307632	145066703	23	134	14	337	22
-25557243	2307555	145066703	23	134	94	2426	686
-25557243	2307472	145066703	23	134	51	2097	505
-25557243	2307352	145066703	23	134	42	1298	40
-25557243	2307290	145066703	23	134	16	576	5
-25557243	2307158	6425404	None	99	76	5028	251
-25557243	2306996	145066703	23	134	70	915	18
-25557243	2306789	145066703	23	134	78	862	15
-25557243	2306560	145066703	23	134	204	1387	36
-25557243	2306402	6425404	None	99	112	1451	189
-25557243	2306344	83609978	None	0	27	1654	5
-25557243	2306279	145066703	23	134	56	344	12
-25557243	2306155	145066703	23	134	242	1247	45
-25557243	2306091	145066703	23	134	56	526	39
-25557243	2305994	145066703	23	134	39	1194	21
-25557243	2305805	145066703	23	134	31	319	12
-25557243	2305675	22241772	None	123	89	1547	79
-25557243	2305591	145066703	23	134	115	1744	40
-25557243	2305400	145066703	23	134	185	1127	37
-25557243	2305309	None	None	None	63	482	54
-25557243	2305168	22241772	None	123	68	2580	16
-25557243	2305078	145066703	23	134	47	381	42
-25557243	2304986	22241772	None	123	108	453	40
-25557243	2304785	145066703	23	134	44	381	16
-25557243	2304610	None	None	None	51	782	40
-25557243	2304506	None	None	None	149	839	10
-25557243	2304430	None	None	None	43	511	26
-25557243	2304257	None	None	None	70	756	99
-25557243	2304085	81983798	None	767	105	1823	8
-25557243	2303731	145066703	23	134	369	1279	34
-25557243	2303293	145066703	23	134	18	448	9
-25557243	2303087	145066703	23	134	120	708	43
-25557243	2302826	22241772	None	123	189	1309	16
-25557243	2302446	145066703	23	134	501	2859	30
-25557243	2302336	6425404	None	99	73	2680	324
-25557243	2302050	145066703	23	134	304	599	77
-25557243	2301939	145066703	23	134	156	1263	80
-25557243	2301866	145066703	23	134	69	615	32
-25557243	2301819	145066703	23	134	69	507	22
-25557243	2301675	145066703	23	134	4	377	12
-25557243	2301562	3664185	25	1	79	1084	32
-25557243	2301485	145066703	23	134	24	1408	63
-25557243	2301387	145066703	23	134	78	1714	44
-25557243	2301309	None	None	None	91	982	40
-25557243	2301035	22241772	None	123	213	365	99
-25557243	2300976	145066703	23	134	33	1048	74
-25557243	2300871	145066703	23	134	109	550	201
-25557243	2300828	None	None	None	28	870	5
-25557243	2300675	145066703	23	134	12	468	17
-25557243	2300217	22241772	None	123	376	2401	474
-25557243	2300141	3664185	25	1	65	964	45
-25557243	2300077	87048626	None	916	49	2564	250
-25557243	2299900	145066703	23	134	58	492	51
-25557243	2299756	22241772	None	123	143	1216	185
-25557243	2299648	145066703	23	134	72	658	47
-25557243	2299500	6425404	None	99	47	1385	395
-25557243	2299359	22241772	None	123	348	1032	46
-25557243	2299238	145066703	23	134	16	433	7
-25557243	2299194	145066703	23	134	49	811	93
-25557243	2298972	145066703	23	134	121	1887	15
-25557243	2298890	6425404	None	99	34	1394	210
-25557243	2298788	145066703	23	134	98	2455	354
-25557243	2298711	145066703	23	134	51	1377	5
-25557243	2298627	145066703	23	134	128	1762	20
-25557243	2298528	145066703	23	134	7	397	10
-25557243	2298431	145066703	23	134	63	756	90
-25557243	2298342	145066703	23	134	68	1056	8
-25557243	2298154	145066703	23	134	43	566	36
-25557243	2297974	221386410	None	2	68	3439	185
-25557243	2297849	3664185	25	1	86	1029	30
-25557243	2297602	145066703	23	134	130	3134	17
-25557243	2297350	145066703	23	134	157	1087	64
-25557243	2297253	145066703	23	134	210	959	80
-25557243	2297193	145066703	23	134	62	710	28
-25557243	2297011	145066703	23	134	104	2028	210
-25557243	2296832	145066703	23	134	56	2416	524
-25557243	2296661	145066703	23	134	50	2767	17
-25557243	2296397	145066703	23	134	441	1861	130
-25557243	2296152	145066703	23	134	9	361	8
-25557243	2295989	145066703	23	134	53	797	73
-25557243	2295794	3664185	25	1	205	3333	41
-25557243	2295696	13214979	23	1	33	1360	8
-25557243	2295588	6425404	None	99	49	2024	213
-25557243	2295437	22241772	None	123	74	534	39
-25557243	2295233	3664185	25	1	181	967	22
-25557243	2295103	145066703	23	134	121	577	35
-25557243	2294992	145066703	23	134	52	369	85
-25557243	2294778	22241772	None	123	353	764	82
-25557243	2294694	145066703	23	134	101	1314	77
-25557243	2294614	145066703	23	134	61	448	42
-25557243	2294551	145066703	23	134	39	1743	60
-25557243	2294470	145066703	23	134	66	2182	72
-25557243	2294214	145066703	23	134	107	3915	16
-25557243	2294065	145066703	23	134	138	1258	21
-25557243	2293965	145066703	23	134	65	950	83
-25557243	2293792	3664185	25	1	78	1148	113
-25557243	2293569	248600094	None	1	247	466	58
-25557243	2293180	22241772	None	123	275	429	87
-25557243	2292840	22241772	None	123	415	858	71
-25557243	2291586	3664185	25	1	1127	14055	48
-25557243	2291332	81983798	None	767	92	1323	4
-25557243	2291073	None	None	None	327	5348	13
-25557243	2290969	6425404	None	99	27	1080	584
-25557243	2290794	13214979	23	1	120	2829	7
-25557243	2290551	22241772	None	123	364	1269	128
-25557243	2290390	145066703	23	134	10	605	69
-25557243	2290230	10659020	24	2	114	1520	8
-25557243	2290041	3664185	25	1	221	2186	18
-25557243	2289966	145066703	23	134	66	454	53
-25557243	2289632	6425404	None	99	68	2344	301
-25557243	2289527	145066703	23	134	274	1290	76
-25557243	2289382	145066703	23	134	18	1449	14
-25557243	2289311	3664185	25	1	115	2697	17
