group id	post id	comment id	text length	author id	age	city id
-25557243	2483009	2483410	25	256468700	None	392
-25557243	2483009	2483411	3	256468700	None	392
-25557243	2483009	2483412	6	189882	29	2
-25557243	2483009	2483413	8	3584203	None	1
-25557243	2483009	2483414	40	175828854	24	95
-25557243	2483009	2483415	10	32180375	31	1
-25557243	2483009	2483416	1	191190653	None	0
-25557243	2483009	2483417	6	228471510	None	6936
-25557243	2483009	2483418	8	1151547	None	108
-25557243	2483009	2483419	12	52275988	None	30
-25557243	2483009	2483420	5	252243862	None	0
-25557243	2483009	2483421	16	58612525	None	0
-25557243	2483009	2483422	3	223497263	None	967
-25557243	2483009	2483423	5	13208032	None	2
-25557243	2483009	2483424	5	14955472	None	0
-25557243	2483009	2483425	6	231496815	33	0
-25557243	2483009	2483427	1	5930172	None	1933924
-25557243	2483009	2483428	24	32192469	None	0
-25557243	2483009	2483429	45	38685806	None	0
-25557243	2483009	2483430	3	49276045	None	0
-25557243	2483009	2483431	6	5930172	None	1933924
-25557243	2483009	2483432	17	11756937	23	1
-25557243	2483009	2483433	11	227559365	None	0
-25557243	2483009	2483434	1	70581846	31	1
-25557243	2483009	2483435	6	306480329	35	1130164
-25557243	2483009	2483436	8	43235072	28	0
-25557243	2483009	2483437	49	5977148	27	72
-25557243	2483009	2483440	7	231496815	33	0
-25557243	2483009	2483441	7	256468700	None	392
-25557243	2483009	2483443	8	268388146	None	0
-25557243	2483009	2483444	10	175828854	24	95
-25557243	2483009	2483445	2	209440449	None	144
-25557243	2483009	2483446	2	231496815	33	0
-25557243	2483009	2483448	1	159024882	None	1
-25557243	2483009	2483449	7	168938876	None	628
-25557243	2483009	2483450	1	285238654	None	130
-25557243	2483009	2483451	1	285238654	None	130
-25557243	2483009	2483452	24	268665021	None	72
-25557243	2483009	2483453	27	52275988	None	30
-25557243	2483009	2483454	21	111649008	None	123
-25557243	2483009	2483455	5	256468700	None	392
-25557243	2483009	2483458	8	54082851	None	1
-25557243	2483009	2483460	1	674943	31	2
-25557243	2483009	2483463	7	47107691	None	314
-25557243	2483009	2483464	4	17613760	26	104
-25557243	2483009	2483465	35	111649008	None	123
-25557243	2483009	2483467	20	175828854	24	95
-25557243	2483009	2483469	5	38685806	None	0
-25557243	2483009	2483471	3	67962174	31	788
-25557243	2483009	2483472	10	175828854	24	95
-25557243	2483009	2483474	11	34148855	None	1035195
-25557243	2483009	2483476	5	42434439	22	38
-25557243	2483009	2483477	9	172028061	None	167
-25557243	2483009	2483480	6	200185093	14	37
-25557243	2483009	2483482	1	177821216	None	4712
-25557243	2483009	2483483	9	63413776	None	146
-25557243	2483009	2483486	11	142669250	None	219
-25557243	2483009	2483487	4	418233799	16	0
-25557243	2483009	2483488	6	197474870	25	55
-25557243	2483009	2483491	1	337072305	None	1
-25557243	2483009	2483492	1	300343085	14	1062
-25557243	2483009	2483496	4	54953182	None	0
-25557243	2483009	2483498	5	140967674	None	0
-25557243	2483009	2483503	6	111649008	None	123
-25557243	2483009	2483505	15	54953182	None	0
-25557243	2483009	2483506	4	258317255	19	1914764
-25557243	2483009	2483508	23	175828854	24	95
-25557243	2483009	2483515	4	199854072	24	2829
-25557243	2483009	2483516	26	388599274	19	13377
-25557243	2483009	2483517	1	388599274	19	13377
-25557243	2483009	2483518	2	138372885	33	3193
-25557243	2483009	2483520	6	8586849	None	1
-25557243	2483009	2483521	12	375295545	None	0
-25557243	2483009	2483522	12	107075413	23	1
-25557243	2483009	2483524	2	418275206	19	2583
-25557243	2483009	2483525	5	212364833	None	0
-25557243	2483009	2483526	6	160230234	38	82
-25557243	2483009	2483527	1	51636591	21	33
-25557243	2483009	2483530	26	137376423	27	1
-25557243	2483009	2483531	8	62916417	None	95
-25557243	2483009	2483534	25	278015293	None	1
-25557243	2483009	2483535	10	139592701	None	223
-25557243	2483009	2483536	4	186421501	None	74
-25557243	2483009	2483537	5	278015293	None	1
-25557243	2483009	2483538	3	348165527	None	0
-25557243	2483009	2483539	2	6791962	None	151
-25557243	2483009	2483541	16	11521590	None	147
-25557243	2483009	2483544	29	373208281	26	37
-25557243	2483009	2483545	2	179392473	None	1
-25557243	2483009	2483547	7	81678488	25	1054164
-25557243	2483009	2483549	10	183079216	18	1
-25557243	2483009	2483550	15	8219338	22	1
-25557243	2483009	2483551	4	151436336	17	1
-25557243	2483009	2483556	9	6285839	None	2
-25557243	2483009	2483557	3	135826856	None	37
-25557243	2483009	2483558	9	192476141	24	57
-25557243	2483009	2483559	2	65679458	None	0
-25557243	2483009	2483561	4	126156106	None	99
-25557243	2483009	2483563	65	50165231	26	123
-25557243	2483009	2483567	18	177519853	16	121
-25557243	2483009	2483568	8	20281302	21	133
-25557243	2483009	2483570	4	162145613	28	1531
-25557243	2483009	2483571	7	18345345	23	99
-25557243	2483009	2483572	106	419565347	20	0
-25557243	2483009	2483574	4	18173032	None	13000
-25557243	2483009	2483575	3	38685806	None	0
-25557243	2483009	2483577	25	6379477	None	143
-25557243	2483009	2483578	1	210918311	None	0
-25557243	2483009	2483580	1	141061376	None	0
-25557243	2483009	2483582	5	55194490	24	0
-25557243	2483009	2483583	7	84775083	None	1
-25557243	2483009	2483584	241	14665985	None	110
-25557243	2483009	2483586	27	13523137	24	106
-25557243	2483009	2483589	13	416020431	20	1
-25557243	2483009	2483590	40	134669360	27	14
-25557243	2483009	2483591	10	115774630	None	0
-25557243	2483009	2483592	17	14665985	None	110
-25557243	2483009	2483595	16	19874808	None	0
-25557243	2483009	2483599	3	19874808	None	0
-25557243	2483009	2483601	1	186997358	None	2210985
-25557243	2483009	2483605	1	85009242	None	149
-25557243	2483009	2483608	16	82637809	None	1
-25557243	2483009	2483611	12	55217959	26	99
-25557243	2483009	2483612	2	82637809	None	1
-25557243	2483009	2483615	3	200196406	32	1
-25557243	2483009	2483616	10	37648823	23	2949
-25557243	2483009	2483620	2	160288956	None	1
-25557243	2483009	2483621	1	14582877	None	41
-25557243	2483009	2483622	3	340787367	23	2702
-25557243	2483009	2483624	3	183663975	None	1
-25557243	2483009	2483626	4	87064142	28	243
-25557243	2483009	2483627	1	118001316	None	0
-25557243	2483009	2483628	6	17184407	30	25
-25557243	2483009	2483629	3	1103321	33	1
-25557243	2483009	2483630	8	145100926	20	1032
-25557243	2483009	2483631	7	186851661	19	0
-25557243	2483009	2483634	15	154638506	18	57
-25557243	2483009	2483635	6	80303701	20	650
-25557243	2483009	2483636	2	80303701	20	650
-25557243	2483009	2483638	1	383143475	None	0
-25557243	2483009	2483639	78	296494079	None	2
-25557243	2483009	2483640	1	218528034	115	169
-25557243	2483009	2483641	4	50206496	21	49
-25557243	2483009	2483642	21	38685806	None	0
-25557243	2483009	2483643	5	27840610	27	2
-25557243	2483009	2483644	4	214751861	24	1171
-25557243	2483009	2483645	5	214751861	24	1171
-25557243	2483009	2483647	14	214751861	24	1171
-25557243	2483009	2483648	24	270726040	None	0
-25557243	2483009	2483649	4	115774630	None	0
-25557243	2483009	2483652	8	4550089	None	0
-25557243	2483009	2483653	9	75279348	18	2
-25557243	2483009	2483654	6	154200981	16	1
-25557243	2483009	2483655	3	109825296	None	1186
-25557243	2483009	2483656	2	237758717	None	95
-25557243	2483009	2483657	10	50169488	23	9046
-25557243	2483009	2483659	5	7861417	None	110
-25557243	2483009	2483660	14	315652704	None	1
-25557243	2483009	2483662	10	315652704	None	1
-25557243	2483009	2483663	7	310178065	28	10
-25557243	2483009	2483668	1	8316152	None	0
-25557243	2483009	2483674	8	4269307	31	1
-25557243	2483009	2483682	3	51344609	None	1141697
-25557243	2483009	2483687	14	162437522	18	44
-25557243	2483009	2483694	5	332692158	23	113
-25557243	2483009	2483696	18	368551526	15	1707
-25557243	2483009	2483705	8	8147059	27	49
-25557243	2483009	2483707	6	159058443	None	1
-25557243	2483009	2483714	1	245891022	22	0
-25557243	2483009	2483715	2	212467517	20	104
-25557243	2483009	2483721	3	35657722	None	2
-25557243	2483009	2483722	2	46344506	None	0
-25557243	2483009	2483724	5	141713783	None	0
-25557243	2483009	2483726	11	42349564	23	1
-25557243	2483009	2483735	11	110844915	None	9196
-25557243	2483009	2483736	2	136057119	33	72
-25557243	2483009	2483742	2	91807603	None	1906979
-25557243	2483009	2483744	13	46589884	None	1
-25557243	2483009	2483746	19	137769581	None	2
-25557243	2483009	2483747	4	80951031	None	104
-25557243	2483009	2483750	4	6032377	None	61
-25557243	2483009	2483751	9	132100854	24	17
-25557243	2483009	2483753	12	96741892	26	60
-25557243	2483009	2483756	1	188049631	None	467
-25557243	2483009	2483762	7	283611659	None	123
-25557243	2483009	2483763	11	82975552	None	0
-25557243	2483009	2483764	6	23450462	None	0
-25557243	2483009	2483767	9	216138883	20	1515864
-25557243	2483009	2483773	23	8702612	28	42
-25557243	2483009	2483784	18	94319283	None	0
-25557243	2483009	2483787	8	417143206	34	0
-25557243	2483009	2483789	3	190728165	19	0
-25557243	2483009	2483790	1	71214688	None	57
-25557243	2483009	2483806	10	342649171	19	26
-25557243	2483009	2483808	3	82043676	19	82
-25557243	2483009	2483810	9	321836819	None	1
-25557243	2483009	2483817	3	832477	28	1
-25557243	2483009	2483819	8	338827369	20	160
-25557243	2483009	2483826	2	44080673	38	26
-25557243	2483009	2483829	7	1924803	30	139
-25557243	2483009	2483837	22	109210225	24	5261784
-25557243	2483009	2483838	2	231115716	30	149
-25557243	2483009	2483839	1	1305404	None	1
-25557243	2483009	2483844	7	141114784	None	158
-25557243	2483009	2483846	3	20939284	31	1469
-25557243	2483009	2483850	1	63615541	115	0
-25557243	2483009	2483851	4	35013668	None	22437
-25557243	2483009	2483858	7	179421102	None	134
-25557243	2483009	2483903	1	380546537	41	0
-25557243	2483009	2483909	3	116866160	21	1192
-25557243	2483009	2483010	1	2471855	27	1
-25557243	2483009	2483011	2	168445358	20	1
-25557243	2483009	2483012	3	205536450	None	104
-25557243	2483009	2483013	1	380876579	19	0
-25557243	2483009	2483015	1	3744298	None	1017
-25557243	2483009	2483016	3	26990966	19	73
-25557243	2483009	2483017	10	145811137	21	105
-25557243	2483009	2483018	1	414417459	26	0
-25557243	2483009	2483019	4	84382581	19	146
-25557243	2483009	2483020	6	249006866	None	0
-25557243	2483009	2483021	9	377197691	None	0
-25557243	2483009	2483022	1	319499542	None	190
-25557243	2483009	2483023	3	256695606	65	2
-25557243	2483009	2483025	5	19631418	None	1803194
-25557243	2483009	2483026	1	137046577	30	1
-25557243	2483009	2483027	4	179201651	None	0
-25557243	2483009	2483028	5	405962177	None	0
-25557243	2483009	2483029	1	3807566	27	2
-25557243	2483009	2483030	4	40678782	None	6050
-25557243	2483009	2483031	1	10439886	26	109
-25557243	2483009	2483032	1	8431806	None	99
-25557243	2483009	2483033	3	136243506	None	0
-25557243	2483009	2483034	1	5403382	None	119
-25557243	2483009	2483035	1	368901152	None	244
-25557243	2483009	2483036	4	399451607	21	49
-25557243	2483009	2483038	2	313010988	32	1
-25557243	2483009	2483039	4	136236771	None	2
-25557243	2483009	2483040	5	368016395	None	1
-25557243	2483009	2483041	4	181940002	None	119
-25557243	2483009	2483042	1	13651262	22	1
-25557243	2483009	2483043	4	349867282	None	119
-25557243	2483009	2483044	3	70625193	None	0
-25557243	2483009	2483045	2	142221780	None	158
-25557243	2483009	2483046	3	52563057	None	1
-25557243	2483009	2483047	4	227094282	23	0
-25557243	2483009	2483048	2	12955870	None	650
-25557243	2483009	2483049	9	6717628	None	55
-25557243	2483009	2483050	15	71909501	70	273
-25557243	2483009	2483051	12	322155292	None	0
-25557243	2483009	2483052	7	228534677	22	66
-25557243	2483009	2483053	9	232847494	None	1
-25557243	2483009	2483054	1	116634191	None	8
-25557243	2483009	2483055	15	77127434	None	57
-25557243	2483009	2483056	6	42915869	25	101
-25557243	2483009	2483057	39	173237098	None	528
-25557243	2483009	2483058	8	182826206	20	1107
-25557243	2483009	2483059	2	272685677	19	0
-25557243	2483009	2483060	8	335321914	None	0
-25557243	2483009	2483061	2	172848428	19	81
-25557243	2483009	2483062	13	181780808	23	205
-25557243	2483009	2483063	1	296949289	None	3807
-25557243	2483009	2483064	1	139013720	None	282
-25557243	2483009	2483066	3	204691	29	1920043
-25557243	2483009	2483067	3	222728903	None	0
